sender,subject,date,inferred research area,closest area from profile.md,classification,short reason,useful to me
Routledge Books routledgebooks@email.routledge.com,Hunmin July's Most Popular Books,2023-08-02T08:03:41-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,"50% Off, 2 days only - Are you the “H. Lee” cited in Electrical And Electronic Engineering papers?",2023-08-02T05:39:32+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Effect of seat back angle on preferred seat pan inclination for the development of highly automated vehicles"" is ready to read",2023-08-01T17:49:46-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
"""Academia.edu"" premium@academia-mail.com",1 person has read your papers,2023-08-01T04:06:48+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,“Hunmin Lee” cited by “Wan Hyun Cho”,2023-07-31T03:48:09+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Engineering papers?,2023-07-30T03:06:58+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2023-07-28T01:46:05+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Routledge Books routledgebooks@email.routledge.com,Materials & Chemical Engineering Highlights,2023-07-27T12:03:47-06:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only: Are you the “Hunmin Lee” cited in Artificial Intelligence papers?",2023-07-24T23:48:28+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""A BPRCNN Based Hand Motion Classifier Using Electric Field Sensors"" are mentioned in a paper uploaded to Academia",2023-07-23T09:34:06+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Computer Science papers?,2023-07-22T22:32:36+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Routledge Books routledgebooks@email.routledge.com,"Request an Inspection Copy | Juvenile Justice: An Introduction, 10th Edition",2023-07-21T01:55:49-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com",REMINDER: An invitation to apply for roles on Cybernetics and Systems.,2023-07-20T12:01:49-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Mechanical Engineering department at University of Tehran mentions the name ""Hunmin Lee""",2023-07-19T09:40:36+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""An Adaptive Approach for Compression Format Based on Bagging Algorithm"" is ready to read",2023-07-18T15:34:22-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only: Are you the “Hunmin Lee” mentioned in Artificial Intelligence papers?",2023-07-16T18:54:45+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned in a PDF uploaded to Academia by WON-JUN JO",2023-07-14T05:59:18+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""Real-time Interface Control with Motion Gesture Recognition based on Non-contact Capacitive Sensing"" are mentioned in a paper uploaded to Academia",2023-07-10T09:06:23+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Effects of high heels on medial tibiofemoral cartilage mechanics; an exploration using musculoskeletal simulation and a probabilistic cartilage failure model."" is ready to read",2023-07-04T14:54:35-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Routledge Books routledgebooks@email.routledge.com,"Hunmin, Buy 1 Get 20% Off or Buy 2 or more & Get 25% Off",2023-07-04T07:01:19-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Energy Technologies Area department at Lawrence Berkeley National Laboratory mentions the name ""Hunmin Lee""",2023-07-01T10:11:05+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by WON-JUN JO premium@academia-mail.com,Congratulations on your 5th Mention! Get 50% off now. Are you the “Hunmin Lee” mentioned in Engineering papers?,2023-06-30T11:10:02+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
